20110601 004728430,266.450000,266.600000,0
20110601 004731180,266.490000,266.640000,0
20110601 004857117,266.480000,266.630000,0
20110601 004901587,266.490000,266.640000,0
20110601 005057087,266.480000,266.630000,0
20110601 005604397,266.420000,266.570000,0
20110601 005720053,266.450000,266.600000,0
20110601 005725863,266.420000,266.570000,0
20110601 005947147,266.430000,266.580000,0
20110601 005953333,266.420000,266.570000,0
20110601 005953677,266.430000,266.580000,0
20110601 005954363,266.420000,266.570000,0
20110601 010001927,266.460000,266.610000,0
20110601 010005707,266.450000,266.600000,0
20110601 010011897,266.460000,266.610000,0
20110601 010359800,266.450000,266.600000,0
20110601 010405987,266.460000,266.610000,0
20110601 011929293,266.450000,266.600000,0
20110601 011934793,266.460000,266.610000,0
20110601 012230793,266.450000,266.600000,0
20110601 012236980,266.460000,266.610000,0
20110601 012306887,266.450000,266.600000,0
20110601 012313073,266.460000,266.610000,0
20110601 012552260,266.450000,266.600000,0
20110601 012558073,266.460000,266.610000,0
20110601 013139070,266.450000,266.600000,0
20110601 013144913,266.460000,266.610000,0
20110601 013403367,266.470000,266.620000,0
20110601 013515630,266.460000,266.610000,0
20110601 013521820,266.470000,266.620000,0
20110601 013757880,266.460000,266.610000,0
20110601 014048737,266.450000,266.600000,0
20110601 014054927,266.460000,266.610000,0
20110601 014128287,266.450000,266.600000,0
20110601 014134113,266.460000,266.610000,0
20110601 014246987,266.470000,266.620000,0
20110601 014310363,266.460000,266.610000,0
20110601 014316893,266.470000,266.620000,0
20110601 014351267,266.460000,266.610000,0
20110601 014352987,266.470000,266.620000,0
20110601 014942250,266.460000,266.610000,0
20110601 014948080,266.470000,266.620000,0
20110601 015016267,266.460000,266.610000,0
20110601 015129827,266.470000,266.620000,0
20110601 015134640,266.460000,266.610000,0
20110601 015148733,266.470000,266.620000,0
20110601 015326360,266.410000,266.560000,0
20110601 015327047,266.370000,266.520000,0
20110601 015327390,266.350000,266.500000,0
20110601 015327733,266.340000,266.490000,0
20110601 015328077,266.330000,266.480000,0
20110601 015333920,266.400000,266.550000,0
20110601 015737637,266.450000,266.600000,0
20110601 015739717,266.480000,266.570000,0
20110601 015814077,266.460000,266.610000,0
20110601 020319323,266.400000,266.550000,0
20110601 020328620,266.420000,266.570000,0
20110601 020328947,266.400000,266.550000,0
20110601 020335153,266.390000,266.540000,0
20110601 020335823,266.400000,266.550000,0
20110601 020339607,266.390000,266.540000,0
20110601 020344417,266.400000,266.550000,0
20110601 020346823,266.390000,266.540000,0
20110601 020358510,266.400000,266.550000,0
20110601 020359887,266.390000,266.540000,0
20110601 020400917,266.380000,266.530000,0
20110601 020402637,266.370000,266.520000,0
20110601 020409167,266.380000,266.530000,0
20110601 020458353,266.370000,266.520000,0
20110601 020503823,266.380000,266.530000,0
20110601 020513103,266.400000,266.550000,0
20110601 020526853,266.380000,266.530000,0
20110601 020527540,266.400000,266.550000,0
20110601 020527887,266.380000,266.530000,0
20110601 020544387,266.400000,266.550000,0
